name,type,category,power,hits,alwaysCrit,teraAdative,notes,接触,切る技,音技,命中,PP,効果
りんしょう,ノーマル,特殊,60,1,,,,,,TRUE,100,16,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
ルミナコリジョン,エスパー,特殊,80,1,,,,,,,100,12,100%の確率で相手の『とくぼう』ランクを2段階下げる。
レイジングブル,ノーマル,物理,90,1,,,,TRUE,,,100,12,『ケンタロス(パルデア)』が使う場合、自分のフォルムに合わせて『かくとう』『ほのお』『みず』タイプのいずれかに変化する。相手の技『リフレクター』『ひかりのかべ』『オーロラベール』を解除して攻撃する。
れいとうパンチ,こおり,物理,75,1,,,,TRUE,,,100,16,10%の確率で相手を『こおり』状態にする。特性『てつのこぶし』の時、威力が1.2倍になる。
れいとうビーム,こおり,特殊,90,1,,,,,,,100,12,10%の確率で相手を『こおり』状態にする。
れんごく,ほのお,特殊,100,1,,,,,,,50,8,100%の確率で相手を『やけど』状態にする。
れんぞくパンチ,ノーマル,物理,18,2～5,,,,,,,,,
ローキック,かくとう,物理,65,1,,,,TRUE,,,100,20,100%の確率で相手の『すばやさ』ランクを1段階下げる。
ロケットずつき,ノーマル,物理,130,1,,,,,,,,,
ロッククライム,ノーマル,物理,90,1,,,,,,,,,
ロックブラスト,いわ,物理,25,2～5,,,,,,,90,12,1ターンに2～5回連続で攻撃する。
ワイドフォース,エスパー,特殊,80,1,,,,,,,100,12,場の状態が『サイコフィールド』で、自分が『ひこう』タイプや特性『ふゆう』などではなく地面にいる時、威力が1.5倍になり(フィールドの1.3倍の効果もさらに加わる)、また相手全体を攻撃する(その時ダブルバトルではダメージは0.75倍)。
ワイドブレイカー,ドラゴン,物理,60,1,,,,TRUE,,,100,16,100%の確率で相手の『こうげき』ランクを1段階下げる。
ワイルドボルト,でんき,物理,90,1,,,,TRUE,,,100,16,相手に与えたダメージの1/4を自分も受ける。
わるあがき,ノーマル,物理,50,1,,,,,,,,,
ワンダースチーム,フェアリー,特殊,90,1,,,,,,,,,
つるぎのまい,ノーマル,変化,0,,,,自己強化,,,,-,20,自分の『こうげき』ランクを2段階上げる。
まもる,ノーマル,変化,0,,,,自己強化,,,,-,8,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
どくどく,どく,変化,0,,,,状態異常,,,,90,12,相手を『もうどく』状態にする。『もうどく』状態は通常の『どく』状態と違い、受けるダメージが1/16、2/16、3/16・・・と増えていく。『どく』タイプのポケモンが使うと必ず命中する。『どく』タイプや『はがね』タイプには無効。
じこさいせい,ノーマル,変化,0,,,,回復,,,,-,8,HPが最大HPの半分回復する。
アクアリング,みず,変化,0,,,,変化関連,,,,-,20,使用後、毎ターン、HPが最大HPの1/16ずつ回復する。
あくび,ノーマル,変化,0,,,,変化関連,,,,-,12,相手を『ねむけ』状態にして、次のターン終了時に相手を『ねむり』状態にする。ただし、そのポケモンが交代されると効果は消える。自分の命中率、相手の回避率に関係なく必ず命中する。
あくまのキッス,ノーマル,変化,0,,,,変化関連,,,,,,
あくむ,ゴースト,変化,0,,,,変化関連,,,,,,
あさのひざし,ノーマル,変化,0,,,,変化関連,,,,-,8,HPが、天気が通常の時は最大HPの1/2、『にほんばれ』の時は最大HPの2/3、『あめ』『ゆき』『すなあらし』の時は最大HPの1/4回復する。
アシストギア,はがね,変化,0,,,,変化関連,,,,,,
あまいかおり,ノーマル,変化,0,,,,変化関連,,,,100,20,相手の回避率を2段階下げる。
あまえる,フェアリー,変化,0,,,,変化関連,,,,100,20,相手の『こうげき』ランクを2段階下げる。
あまごい,みず,変化,0,,,,変化関連,,,,-,8,5ターンの間、天気を『あめ』にする。『みず』タイプの技のダメージが1.5倍になり、『ほのお』タイプの技のダメージが半減する。
あやしいひかり,ゴースト,変化,0,,,,変化関連,,,,100,12,相手を1～4ターンの間『こんらん』状態にする。
あられ,こおり,変化,0,,,,変化関連,,,,,,
アロマセラピー,くさ,変化,0,,,,変化関連,,,,,,
アロマミスト,フェアリー,変化,0,,,,変化関連,,,,-,20,味方1体の『とくぼう』を1段階上げる(ダブルバトル用)。この技は『ダイウォール』の効果も受けない。
アンコール,ノーマル,変化,0,,,,変化関連,,,,100,8,3ターンの間、相手は最後に使用した技しか使えなくなる。ただし、PPが0になると解除される。相手の技が『ものまね』『ゆびをふる』『オウムがえし』『へんしん』『わるあがき』『スケッチ』『ねごと』『アンコール』『しぜんのちから』『ねこのて』『さきどり』『まねっこ』『ダイマックスほう』『バーンアクセル』『ダークアクセル』『ポイズンアクセル』『ファイトアクセル』『マジカルアクセル』の場合は失敗する。ダイマックスしているポケモンには無効。なお、ダイマックス技や第7世代のZワザは影響を受けずに使うことができる。
いえき,どく,変化,0,,,,変化関連,,,,100,12,相手の特性を無効にする。ただし、『バトルスイッチ』『ばけのかわ』などフォルムに関わる特性や、一部の固有の特性などには効かない。
いかりのこな,むし,変化,0,,,,変化関連,,,,-,20,必ず先制できる(優先度:+2)。そのターンの相手の技をすべて自分が受ける。ただし、全体技には効果がない。『くさ』タイプや特性『ぼうじん』、道具『ぼうじんゴーグル』を持っているポケモンには無効。ダブルバトル用。
いたみわけ,ノーマル,変化,0,,,,変化関連,,,,-,20,自分と相手のHPを2匹の残りHPの平均値にする(足して2で割る)。ダイマックス時は、もとのHPで平均値を計算して、もとのHPと平均値との差分値を現在のダイマックス時のHPから増減する。
いちゃもん,あく,変化,0,,,,変化関連,,,,100,16,使用後、相手は同じ技を連続で出せなくなる。ダイマックスしている相手には無効。
いとをはく,むし,変化,0,,,,変化関連,,,,95,20,相手の『すばやさ』ランクを2段階下げる。
いのちのしずく,みず,変化,0,,,,変化関連,,,,-,12,自分と味方全体のHPをそれぞれ最大HPの1/4ずつ回復する。特性『ちょすい』『よびみず』の味方は特性が発動するため、この技の効果は無効。この技は『ダイウォール』の効果も受けない。
いばる,ノーマル,変化,0,,,,変化関連,,,,85,16,相手を1～4ターンの間『こんらん』状態にするが、相手の『こうげき』ランクを2段階上げてしまう。
いやしのすず,ノーマル,変化,0,,,,変化関連,,,TRUE,-,8,自分と味方全体のポケモンの状態異常を治す。音系の技。味方が『みがわり』状態でも効果が発生する。この技は『ダイウォール』の効果も受けない。
いやしのねがい,エスパー,変化,0,,,,変化関連,,,,-,12,自分が『ひんし』になる代わりに、次に出す自分のポケモンの状態異常とHPが全回復する。(『みかづきのまい』と異なりPPは回復しない)
いやしのはどう,エスパー,変化,0,,,,変化関連,,,,-,12,相手は最大HPの1/2回復する。(ダブルバトルで味方に使うと良い)
いやなおと,ノーマル,変化,0,,,,変化関連,,,TRUE,85,20,相手の『ぼうぎょ』ランクを2段階下げる。音系の技。相手の『みがわり』状態を貫通する。
うそなき,あく,変化,0,,,,変化関連,,,,100,20,相手の『とくぼう』ランクを2段階下げる。
うたう,ノーマル,変化,0,,,,変化関連,,,TRUE,55,16,相手を『ねむり』状態にする。音系の技。相手の『みがわり』状態を貫通する。
うつしえ,ノーマル,変化,0,,,,変化関連,,,,,,
うらみ,ゴースト,変化,0,,,,変化関連,,,,100,12,相手の最後に使った技のPPを4減らす。
エレキフィールド,でんき,変化,0,,,,変化関連,,,,-,12,5ターンの間、場の状態を『エレキフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、『ねむり』『ねむけ』(『あくび』)状態にならず、また『でんき』タイプの技の威力が1.3倍になる(第7世代までは1.5倍)。すでに『ねむり』状態の場合は回復しない。また、道具『エレキシード』を持ったポケモンは『ぼうぎょ』ランクが1段階上がる(この効果は、地面にいないポケモンでも発動する)。
えんまく,ノーマル,変化,0,,,,変化関連,,,,,,
オーロラベール,こおり,変化,0,,,,変化関連,,,,-,20,天気が『ゆき』状態の時のみ使用でき、5ターンの間、自分と味方が受ける相手の物理攻撃と特殊攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
おいかぜ,ひこう,変化,0,,,,変化関連,,,,-,16,4ターンの間、自分と味方の『すばやさ』が2倍になる。
おいわい,ノーマル,変化,0,,,,変化関連,,,,,,
オウムがえし,ひこう,変化,0,,,,変化関連,,,,,,
おかたづけ,ノーマル,変化,0,,,,変化関連,,,,-,12,お互いの『みがわり』状態、両方の場の『まきびし』『ステルスロック』『ねばねばネット』『どくびし』の効果を解除する。また、自分の『こうげき』と『すばやさ』ランクが1段階ずつ上がる。
おきみやげ,あく,変化,0,,,,変化関連,,,,100,12,自分が『ひんし』になる代わりに、相手の『こうげき』『とくこう』ランクを2段階ずつ下げる。
おさきにどうぞ,ノーマル,変化,0,,,,変化関連,,,,-,16,相手は『すばやさ』に関係なく、この技を受けた直後に行動できるようになる。ダブルバトル用。
おたけび,ノーマル,変化,0,,,,変化関連,,,TRUE,100,20,相手の『こうげき』『とくこう』ランクを1段階ずつ下げる。音系の技。相手の『みがわり』状態を貫通する。
おだてる,あく,変化,0,,,,変化関連,,,,100,16,相手を1～4ターンの間『こんらん』状態にするが、相手の『とくこう』ランクを1段階上げてしまう。
おちゃかい,ノーマル,変化,0,,,,変化関連,,,,-,12,場にいるすべてのポケモンが、それぞれが持っている『きのみ』を即座に使って効果を発動させる。
おにび,ほのお,変化,0,,,,変化関連,,,,85,16,相手を『やけど』状態にする。『ほのお』タイプには無効。
おまじない,ノーマル,変化,0,,,,変化関連,,,,,,
おんねん,ゴースト,変化,0,,,,変化関連,,,,,,
かいでんぱ,でんき,変化,0,,,,変化関連,,,,100,16,相手の『とくこう』ランクを2段階下げる。
かいふくしれい,むし,変化,0,,,,変化関連,,,,,,
かいふくふうじ,エスパー,変化,0,,,,変化関連,,,,,,
かえんのまもり,ほのお,変化,0,,,,変化関連,,,,,,
かぎわける,ノーマル,変化,0,,,,変化関連,,,,,,
かくばる,ノーマル,変化,0,,,,変化関連,,,,,,
かげぶんしん,ノーマル,変化,0,,,,変化関連,,,,-,16,自分の回避率を1段階上げる。
かたくなる,ノーマル,変化,0,,,,変化関連,,,,,,
かなしばり,ノーマル,変化,0,,,,変化関連,,,,100,20,相手が最後に使った技を4ターンの間使えなくする。
からにこもる,みず,変化,0,,,,変化関連,,,,,,
からをやぶる,ノーマル,変化,0,,,,変化関連,,,,-,16,自分の『ぼうぎょ』『とくぼう』ランクが1段階ずつ下がり、『こうげき』『とくこう』『すばやさ』ランクが2段階ずつ上がる。
ガードシェア,エスパー,変化,0,,,,変化関連,,,,-,12,自分と相手の『ぼうぎょ』と『とくぼう』の数値をそれぞれ足して、互いに半分ずつに分ける。
ガードスワップ,エスパー,変化,0,,,,変化関連,,,,-,12,自分と相手の『ぼうぎょ』『とくぼう』ランクを入れ替える。
きあいだめ,ノーマル,変化,0,,,,変化関連,,,,-,20,『きゅうしょアップ』状態(急所ランク2段階)となり、今後自分の技が急所に当たりやすくなる。(すでに『きゅうしょアップ』状態の時は失敗する)
キノコのほうし,くさ,変化,0,,,,変化関連,,,,,,
きりばらい,ひこう,変化,0,,,,変化関連,,,,-,16,相手の回避率を1段階下げる。相手の場の『しろいきり』『ひかりのかべ』『リフレクター』『しんぴのまもり』『オーロラベール』、両方の場の『まきびし』『どくびし』『ステルスロック』『ねばねばネット』、さらに第8世代からは『エレキフィールド』『グラスフィールド』『サイコフィールド』『ミストフィールド』の効果を解除する。相手が『みがわり』状態の場合、回避率を下げる効果のみ失敗する。
キングシールド,はがね,変化,0,,,,変化関連,,,,-,8,必ず先制でき(優先度:+4)、そのターンの間、相手の攻撃技を受けない。また、接触技(直接攻撃)で攻撃してきた相手の『こうげき』ランクを1段階下げる(第7世代までは2段階)。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
きんぞくおん,はがね,変化,0,,,,変化関連,,,TRUE,85,20,音系の技。相手の『とくぼう』ランクを2段階下げる。
ギアチェンジ,はがね,変化,0,,,,変化関連,,,,,,
ギフトパス,ノーマル,変化,0,,,,変化関連,,,,,,
くさぶえ,くさ,変化,0,,,,変化関連,,,,,,
くすぐる,ノーマル,変化,0,,,,変化関連,,,,100,20,相手の『こうげき』『ぼうぎょ』ランクを1段階ずつ下げる。
クモのす,むし,変化,0,,,,変化関連,,,,,,
くろいきり,こおり,変化,0,,,,変化関連,,,,-,20,すべてのポケモンの能力ランクの変化を元に戻す。
くろいまなざし,ノーマル,変化,0,,,,変化関連,,,,-,8,『ゴースト』タイプではない相手は逃げたり、交代できなくなる。自分が場を離れると効果は消える。
グラスフィールド,くさ,変化,0,,,,変化関連,,,,-,12,5ターンの間、場の状態を『グラスフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、毎ターン最大HPの1/16ずつ回復し、また『くさ』タイプの技の威力が1.3倍になり(第7世代までは1.5倍)、技『じしん』『じならし』『マグニチュード』の威力が半減する。また、道具『グラスシード』を持ったポケモンは『ぼうぎょ』ランクが1段階上がる(この効果は、地面にいないポケモンでも発動する)。
コーチング,かくとう,変化,0,,,,変化関連,,,,-,12,自分を除く味方全体の『こうげき』『ぼうぎょ』ランクが1段階ずつ上がる(ダブルバトル用)。この技は『ダイウォール』の効果も受けない。
コートチェンジ,ノーマル,変化,0,,,,変化関連,,,,,,
こうごうせい,くさ,変化,0,,,,変化関連,,,,-,8,HPが、天気が通常の時は最大HPの1/2、『にほんばれ』の時は最大HPの2/3、『あめ』『ゆき』『すなあらし』の時は最大HPの1/4回復する。
こうそくいどう,エスパー,変化,0,,,,変化関連,,,,-,20,自分の『すばやさ』ランクが2段階上がる。
こころのめ,ノーマル,変化,0,,,,変化関連,,,,,,
コスモパワー,エスパー,変化,0,,,,変化関連,,,,-,20,自分の『ぼうぎょ』『とくぼう』ランクが1段階ずつ上がる。
コットンガード,くさ,変化,0,,,,変化関連,,,,-,12,自分の『ぼうぎょ』ランクが3段階上がる。
このゆびとまれ,ノーマル,変化,0,,,,変化関連,,,,-,20,必ず先制できる(優先度:+2)。そのターンの相手の技をすべて自分が受ける。ただし、全体技には効果がない。ダブルバトル用。
こらえる,ノーマル,変化,0,,,,変化関連,,,,-,12,必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。
こわいかお,ノーマル,変化,0,,,,変化関連,,,,100,12,相手の『すばやさ』ランクを2段階下げる。
さいきのいのり,ノーマル,変化,0,,,,変化関連,,,,,,
サイコシフト,エスパー,変化,0,,,,変化関連,,,,,,
サイコフィールド,エスパー,変化,0,,,,変化関連,,,,-,12,5ターンの間、場の状態を『サイコフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、相手(味方は含まない)の先制技を受けなくなり、また『エスパー』タイプの技の威力が1.3倍になる(第7世代までは1.5倍)。また、道具『サイコシード』を持ったポケモンは『とくぼう』ランクが1段階上がる(この効果は、地面にいないポケモンでも発動する)。
サイドチェンジ,エスパー,変化,0,,,,変化関連,,,,-,16,必ず先制できる(優先度:+2)。自分と味方1体の位置を交代する。ダブルバトル用。第9世代からは、連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。
さいはい,エスパー,変化,0,,,,変化関連,,,,-,16,相手が最後に使用した技をその場でもう一度使わせる。『はかいこうせん』など反動のある技や、ターン技、ダイマックス技、『ダイマックスほう』など一部の技は失敗する。
さいみんじゅつ,エスパー,変化,0,,,,変化関連,,,,60,20,相手を『ねむり』状態にする。
さきおくり,あく,変化,0,,,,変化関連,,,,100,16,相手は『すばやさ』に関係なく、行動が最後になる。ダブルバトル用。
さきどり,ノーマル,変化,0,,,,変化関連,,,,,,
さしおさえ,あく,変化,0,,,,変化関連,,,,,,
さむいギャグ,こおり,変化,0,,,,変化関連,,,,-,12,手持ちのポケモンと入れ替わる。また、5ターンの間、天気を『ゆき』にする(『こおり』タイプのポケモンは、『ぼうぎょ』が1.5倍になる)。
しぜんのちから,ノーマル,変化,0,,,,変化関連,,,,,,
しっぽきり,ノーマル,変化,0,,,,変化関連,,,,-,12,自分のHPを最大HPの半分だけ減らして『みがわり』状態となり、『みがわり』状態のまま手持ちのポケモンに入れ替わる。『みがわり』のHPは最大HPの1/4になる。
しっぽをふる,ノーマル,変化,0,,,,変化関連,,,,,,
しびれごな,くさ,変化,0,,,,変化関連,,,,75,20,相手を『まひ』状態にする。『でんき』タイプや『くさ』タイプ、特性『ぼうじん』、『ぼうじんゴーグル』を持っているのポケモンには無効。
しょうりのまい,かくとう,変化,0,,,,変化関連,,,,,,
しろいきり,こおり,変化,0,,,,変化関連,,,,,,
しんぴのまもり,ノーマル,変化,0,,,,変化関連,,,,-,20,5ターンの間、味方の場を『しんぴのまもり』状態にして、自分と味方のポケモンは状態異常と『こんらん』状態にならなくなる。交代しても効果は続く。
シンプルビーム,ノーマル,変化,0,,,,変化関連,,,,100,16,相手の特性が『たんじゅん』になる。(ダブルバトルで味方に使うと良い)
ジオコントロール,フェアリー,変化,0,,,,変化関連,,,,,,
じこあんじ,ノーマル,変化,0,,,,変化関連,,,,-,12,相手の能力ランクの変化を、すべて自分にコピーする。
じばそうさ,でんき,変化,0,,,,変化関連,,,,-,20,自分と味方全体の特性が『プラス』『マイナス』のポケモンの『ぼうぎょ』『とくぼう』ランクが1段階ずつ上がる。なお、『ダイウォール』は貫通しない。
ジャングルヒール,くさ,変化,0,,,,変化関連,,,,,,
じゅうでん,でんき,変化,0,,,,変化関連,,,,-,20,でんき威力アップ状態になり、一度だけ次回使う自分の『でんき』タイプの技の威力が2倍になる(第8世代までは次のターンまでだけ)。また、自分の『とくぼう』ランクが1段階上がる。
じゅうりょく,エスパー,変化,0,,,,変化関連,,,,-,8,5ターンの間、すべてのポケモンの命中率が5/3倍(約1.67倍、1.6倍の説もあり)になる。また、特性『ふゆう』や、『ひこう』タイプのポケモンに『じめん』タイプの技が当たるようになる。技『そらをとぶ』『はねる』『とびげり』『とびひざげり』『とびはねる』『でんじふゆう』『フライングプレス』『フリーフォール』が使えなくなり、使用している場合は解除される。『テレキネシス』を受けなくなり、受けている場合は解除される。技『Gのちから』の威力が1.5倍になる。
じょうか,どく,変化,0,,,,変化関連,,,,,,
スキルスワップ,エスパー,変化,0,,,,変化関連,,,,-,12,自分と相手の特性を入れ替える。ただし、『ふしぎなまもり』など一部の固有な特性は入れ替えられない。ダイマックスしている相手には無効。
スケッチ,ノーマル,変化,0,,,,変化関連,,,,,,
すてゼリフ,あく,変化,0,,,,変化関連,,,TRUE,100,20,相手の『こうげき』『とくこう』ランクを1段階下げたあと、手持ちのポケモンと入れ替わる。音系の技。相手の『みがわり』状態を貫通する。
ステルスロック,いわ,変化,0,,,,変化関連,,,,-,20,使用後、相手はポケモンを交代する度に、出てきたポケモンは最大HPの1/8のダメージを受ける。『タイプ』相性の影響を受け、例えば4倍弱点の場合は最大HPの1/2のダメージとなる。
すなあつめ,じめん,変化,0,,,,変化関連,,,,,,
すなあらし,いわ,変化,0,,,,変化関連,,,,-,8,5ターンの間、天気を『すなあらし』にする。『いわ』『じめん』『はがね』タイプではないポケモンは、毎ターン最大HPの1/16のダメージを受ける。また、『いわ』タイプのポケモンは『とくぼう』が1.5倍になる。
すなかけ,じめん,変化,0,,,,変化関連,,,,,,
スピードスワップ,エスパー,変化,0,,,,変化関連,,,,-,12,自分と相手の『すばやさ』を入れ替える。
スプーンまげ,エスパー,変化,0,,,,変化関連,,,,,,
スポットライト,ノーマル,変化,0,,,,変化関連,,,,,,
すりかえ,あく,変化,0,,,,変化関連,,,,100,12,相手と自分が持っている道具を入れ替える。片方しか道具を持っていない場合も成功する。
スレッドトラップ,むし,変化,0,,,,変化関連,,,,,,
せいちょう,ノーマル,変化,0,,,,変化関連,,,,-,20,自分の『こうげき』『とくこう』ランクが1段階ずつ上がる。天気が『にほんばれ』の時は、2段階ずつ上がる。
そうでん,でんき,変化,0,,,,変化関連,,,,-,20,相手が技を出す前に使用すると、そのターン相手の攻撃は『でんき』タイプになる。
ソウルビート,ドラゴン,変化,0,,,,変化関連,,,TRUE,-,8,自分のHPを最大HPの1/3だけ減らし、自分のすべての『のうりょく』ランクを1段階ずつ上げる。音系の技。
タールショット,いわ,変化,0,,,,変化関連,,,,,,
たがやす,じめん,変化,0,,,,変化関連,,,,,,
たくわえる,ノーマル,変化,0,,,,変化関連,,,,-,20,自分の『ぼうぎょ』『とくぼう』ランクを1段階ずつ上げる。技『のみこむ』『はきだす』の効果を上げる。3回までたくわえることができる。
たこがため,かくとう,変化,0,,,,変化関連,,,,,,
たたみがえし,かくとう,変化,0,,,,変化関連,,,,,,
たてこもる,はがね,変化,0,,,,変化関連,,,,-,12,自分の『ぼうぎょ』ランクを2段階上げる。
タマゴうみ,ノーマル,変化,0,,,,変化関連,,,,,,
ダークホール,あく,変化,0,,,,変化関連,,,,,,
ダイウォール,ノーマル,変化,0,,,,変化関連,,,,,,
ちいさくなる,ノーマル,変化,0,,,,変化関連,,,,-,12,自分の回避率を2段階上げる。ただし、技『サンダーダイブ』『のしかかり』『ふみつけ』『ドラゴンダイブ』『ハードローラー』『ハイパーダーククラッシャー』『フライングプレス』『ヒートスタンプ』『ヘビーボンバー』は必ず命中し威力2倍で受けるようになってしまう(ヒートスタンプは第6世代以降、ヘビーボンバーは第7世代以降。なお、ゴーストダイブは第6世代のみ)。
ちからをすいとる,くさ,変化,0,,,,変化関連,,,,100,12,相手の『こうげき』の能力値と同じ値だけ自分のHPを回復し、相手の『こうげき』ランクを1段階下げる。特性などでランクが下がらない場合は、回復の効果のみ発動する。すでにランクが最低の場合は失敗する。
ちょうおんぱ,ノーマル,変化,0,,,,変化関連,,,,,,
ちょうのまい,むし,変化,0,,,,変化関連,,,,-,20,自分の『とくこう』『とくぼう』『すばやさ』ランクが1段階ずつ上がる。
ちょうはつ,あく,変化,0,,,,変化関連,,,,100,20,3ターンの間、相手は攻撃技しか出せなくなる。(変化技を使えなくする)
つきのひかり,フェアリー,変化,0,,,,変化関連,,,,-,8,HPが、天気が通常の時は最大HPの1/2、『にほんばれ』の時は最大HPの2/3、『あめ』『ゆき』『すなあらし』の時は最大HPの1/4回復する。
つぶらなひとみ,フェアリー,変化,0,,,,変化関連,,,,100,20,必ず先制できる(優先度:+1)。相手の『こうげき』ランクを1段階下げる。
つぼをつく,ノーマル,変化,0,,,,変化関連,,,,-,20,ランダムで『こうげき』『ぼうぎょ』『とくこう』『とくぼう』『すばやさ』『回避率』『命中率』ランクのどれか1つが2段階上がる。この技は『ダイウォール』の効果も受けない。
つめとぎ,あく,変化,0,,,,変化関連,,,,,,
テクスチャー,ノーマル,変化,0,,,,変化関連,,,,,,
テクスチャー2,ノーマル,変化,0,,,,変化関連,,,,,,
てだすけ,ノーマル,変化,0,,,,変化関連,,,,-,20,必ず先制できる(優先度:+5)。使用したターンの間、味方の技の威力を1.5倍にする。
てっぺき,はがね,変化,0,,,,変化関連,,,,-,16,自分の『ぼうぎょ』ランクを2段階上げる。
テレキネシス,エスパー,変化,0,,,,変化関連,,,,,,
テレポート,エスパー,変化,0,,,,変化関連,,,,,,
てをつなぐ,ノーマル,変化,0,,,,変化関連,,,,,,
てんしのキッス,フェアリー,変化,0,,,,変化関連,,,,75,12,相手を1～4ターンの間『こんらん』状態にする。
デコレーション,フェアリー,変化,0,,,,変化関連,,,,-,16,相手の『こうげき』『とくこう』ランクを2段階ずつ上げる(主にダブルバトルで味方に使うと良い)。この技は『ダイウォール』の効果も受けない。
でんじは,でんき,変化,0,,,,変化関連,,,,90,20,相手を『まひ』状態にする。『じめん』タイプや『でんき』タイプには無効。
でんじふゆう,でんき,変化,0,,,,変化関連,,,,-,12,5ターンの間、『ふゆう』と同じ『でんじふゆう』状態となり、『じめん』タイプの技や、『まきびし』『どくびし』『ねばねばネット』、『グラスフィールド』『ミストフィールド』『エレキフィールド』『サイコフィールド』などの効果を受けなくなる。
トーチカ,どく,変化,0,,,,変化関連,,,,-,8,必ず先制でき(優先度:+4)、そのターンの間、相手の攻撃を防ぐと同時に、接触技(直接攻撃)で攻撃した相手を『どく』状態にする。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
とおせんぼう,ノーマル,変化,0,,,,変化関連,,,,-,8,『ゴースト』タイプではない相手は逃げたり、交代できなくなる。自分が場を離れると効果は消える。
とおぼえ,ノーマル,変化,0,,,,変化関連,,,TRUE,-,20,自分と味方全体の『こうげき』ランクを1段階ずつ上げる(第7世代までは、対象は自分のみ)。第8世代からは、音系の技。この技は『ダイウォール』の効果も受けない。
とぎすます,ノーマル,変化,0,,,,変化関連,,,,,,
とぐろをまく,どく,変化,0,,,,変化関連,,,,-,20,自分の『こうげき』『ぼうぎょ』『命中率』ランクが1段階ずつ上がる。
とける,どく,変化,0,,,,変化関連,,,,-,20,自分の『ぼうぎょ』ランクを2段階上げる。
トリック,エスパー,変化,0,,,,変化関連,,,,100,12,相手と自分が持っている道具を入れ替える。片方しか道具を持っていない場合も成功する。
トリックガード,フェアリー,変化,0,,,,変化関連,,,,,,
トリックルーム,エスパー,変化,0,,,,変化関連,,,,-,8,5ターンの間、『すばやさ』が低いポケモンから攻撃できるようになる。ただし、必ず先制できる技には無効。もう1度使用すると元に戻る。必ず後攻になる(優先度:-7)。
どくガス,どく,変化,0,,,,変化関連,,,,,,
どくのいと,どく,変化,0,,,,変化関連,,,,100,20,相手を『どく』状態にし、さらに『すばやさ』ランクを2段階下げる。(ポケモンSVまでは1段階だった)
どくのこな,どく,変化,0,,,,変化関連,,,,75,20,相手を『どく』状態にする。『どく』タイプや『はがね』タイプ、『くさ』タイプ、特性『ぼうじん』、道具『ぼうじんゴーグル』を持っているポケモンには無効。
どくびし,どく,変化,0,,,,変化関連,,,,-,20,相手の場を『どくびし』状態にし、相手はポケモンを交代する度に、出したポケモンが『どく』状態になる。2回使うと『もうどく』状態になる。『どく』『はがね』『ひこう』タイプ、特性『ふゆう』のポケモンは効果を受けない。『どく』タイプのポケモンが出ると効果がなくなる。
ドラゴンエール,ドラゴン,変化,0,,,,変化関連,,,TRUE,-,16,自分を除く味方全体を『きゅうしょアップ』状態(急所ランク1段階)にして、今後使う技が急所に当たりやすくなる(すでに『きゅうしょアップ』状態の時は失敗する)。対象の味方が『ドラゴン』タイプの場合は、2段階上がる。音系の技。
どろあそび,じめん,変化,0,,,,変化関連,,,,,,
ドわすれ,エスパー,変化,0,,,,変化関連,,,,-,20,自分の『とくぼう』ランクを2段階上げる。
ないしょばなし,ノーマル,変化,0,,,,変化関連,,,,,,
ナインエボルブースト,ノーマル,変化,0,,,,変化関連,,,,,,
なかまづくり,ノーマル,変化,0,,,,変化関連,,,,100,16,相手の特性を自分と同じ特性にする。ダイマックスしている相手には無効。
なかよくする,ノーマル,変化,0,,,,変化関連,,,,,,
なきごえ,ノーマル,変化,0,,,,変化関連,,,,,,
なまける,ノーマル,変化,0,,,,変化関連,,,,-,8,HPが最大HPの半分回復する。
